No.,title,link,Affiliation,Author in JPN,Author in ENG
1,RIMS研究集会『教育数学の構築』 : 開催の経緯について (教育数学の構築),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1801-01.pdf,三重大学教育学部,蟹江 幸博,"Kanie,Yukihiro"
2,理科(特に物理)と算数・数学のより緊密な連携のためのささやかな問題提起 (教育数学の構築),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1801-02.pdf,高エネルギー加速器研究機構(KEK)物質構造科学研究所,兵頭 俊夫,"Hyodo,Toshio"
3,「教育数学の構築」を目指して (教育数学の構築),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1801-03.pdf,東北大学国際教育院,浦川 肇,"Urakawa,Hajime"
4,大規模情報時代の科学的リテラシーとしての統計思考力について (教育数学の構築),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1801-04.pdf,統計数理研究所,北川 源四郎,"Kitagawa,Genshiro"
5,数学史から見た数学教育 (教育数学の構築),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1801-05.pdf,大阪府立大学人間社会学部,斎藤 憲,"Saito,Ken"
6,理工系(非数学)学生のための教育数学 (教育数学の構築),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1801-06.pdf,東京大学大学総合教育研究センター,藤原 毅夫,"Fujiwara,Takeo"
7,数学月間活動から見た教育数学 (教育数学の構築),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1801-07.pdf,リコー中央研究所(元),谷 克彦,"Tani,Katsuhiko"
8,数理現象の記述方法について : 微分方程式から力学系へ (教育数学の構築),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1801-08.pdf,東京大学生産技術研究所最先端数理モデル連携研究センター,高橋 陽一郎,"Takahashi,Yoichiro"
9,情報教育と数学の関わり (教育数学の構築),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1801-09.pdf,一橋大学商学研究科,山崎 秀記,"Yamasaki,Hideki"
10,山崎秀記氏の問題提起に関連して (教育数学の構築),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1801-10.pdf,大阪大学情報科学研究科,伊達 悦朗,"Date,Etsuro"
11,教育数学の位置づけ (教育数学の構築),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1801-11.pdf,三重大学教育学部,蟹江 幸博,"Kanie,Yukihiro"
12,"出版の世界から見る,数学と数学書の状況 (教育数学の構築)",http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1801-12.pdf,(株)近代科学社,小山 透,"Koyama,Tohru"
13,リテラシー・ツール・文化としての数学 一般人のライフステージにおける数学とは (教育数学の構築),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1801-13.pdf,朝日新聞社,内村 直之,"Uchimura,Naoyuki"
