No.,title,link,Affiliation,Author in JPN,Author in ENG
1,田中由真著『算学紛解』の消去理論 (数学史の研究),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1787-01.pdf,東京大学数理科学研究科,小松 彦三郎,"Komatsu,Hikosaburo"
2,数書九章 (数学史の研究),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1787-02.pdf,大阪大学,竹之内 脩,"Takenouchi,Osamu"
3,中根元圭の研究(I) (数学史の研究),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1787-03.pdf,前橋工科大学工学部総合デザイン工学科,小林 龍彦,"Kobayashi,Tatsuhiko"
4,和算における連立代数方程式を解くアルゴリズム (数学史の研究),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1787-04.pdf,四日市大学関孝和数学研究所・上智大学,森本 光生,"MORIMOTO,Mitsuo"
5,大成算経巻之十六(權術)について (数学史の研究),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1787-05.pdf,四日市大学関孝和数学研究所,藤井 康生,"Fujii,Yasuo"
6,中国古代の周率(下) (数学史の研究),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1787-06.pdf,,杉本 敏夫,"Sugimoto,Toshio"
7,収束の加速法の歴史 : 17世紀ヨーロッパと日本の加速法 (数学史の研究),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1787-07.pdf,東京女子大学現代教養学部,長田 直樹,"Osada,Naoki"
8,『三才発秘』(陳Wen、1697年)と「阿蘭陀符帳」 : Napier's Bonesの日本伝来 (数学史の研究),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1787-08.pdf,"大阪教育大学国際センター,台湾国立高雄第一科技術大学応用日語系,台湾義守大学通識教育センター","城地 茂,劉 Bowen,張 Hao","JOCHI,Shigeru,LIU,Bowen,CHANG,Hao"
9,鎖国下におけるキリシタン禁書『泰西水法』の伝来と流布 (数学史の研究),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1787-09.pdf,日本オイラー研究所・掛川市教育センター(元),鈴木 武雄,"Suzuki,Takeo"
10,紅毛流として伝来した測量術について(I) (数学史の研究),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1787-10.pdf,亜細亜大学法学部,小曽根 淳,"Ozone,Jun"
11,三上義夫の生涯と業績 : 三上義夫による日本数学史の近代化 : 実証史学と文化史学の往還として (数学史の研究),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1787-11.pdf,東京理科大学非常勤講師,柏崎 昭文,"KASHIWAZAKI,Akihumi"
12,"宅間流円理巻之一, 二を読む (数学史の研究)",http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1787-12.pdf,東大寺学園,小寺 裕,"Kotera,Hiroshi"
13,『淇澳集』における解法の構造について (数学史の研究),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1787-13.pdf,四日市大学関孝和数学研究所,小川 束,"Ogawa,Tsukane"
14,藤澤利喜太郎の事績の功罪について : 生誕150年を記念して (数学史の研究),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1787-14.pdf,お茶の水女子大学人間文化創成科学研究科,真島 秀行,"MAJIMA,Hideyuki"
15,"Is ""naive set theory"" really that naive ? (Study of the History of Mathematics)",http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1787-15.pdf,神戸大学大学院システム情報学研究科,渕野 昌,"Fuchino,Sakae"
