No.,title,link,Affiliation,Author in JPN,Author in ENG
1,Innovation Timing and Information Disclosure (Financial Modeling and Analysis),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/2106-01.pdf,大阪大学数理・データ科学教育研究センター,全 海濬,"Jeon,Haejun"
2,A Generalized Hedonic Pricing Model and Its Applications to the Japanese Real Estate Market (Financial Modeling and Analysis) ,http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/2106-02.pdf,"中央大学大学院国際会計研究科,東京大学大学院総合文化研究科","石島 博,前田 章","Ishijima,Hiroshi,Maeda,Akira"
3,ブラウン橋過程を用いた金利期間構造モデル (ファイナンスの数理解析とその応用),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/2106-03.pdf,滋賀大学経済学部,菊池 健太郎,"Kikuchi,Kentaro"
4,Partially Reversible Capital Investment under Demand Ambiguity (Financial Modeling and Analysis) ,http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/2106-04.pdf,同志社大学商学部,辻村 元男,"Tsujimura,Motoh"
5,Fish migration as a stochastic optimal stopping problem: application of the methodology in mathematical finance (Financial Modeling and Analysis) ,http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/2106-05.pdf,"島根大学生物資源科学部,京都大学大学院農学研究科","吉岡 秀和,八重樫 優太","Yoshioka,Hidekazu,Yaegashi,Yuta"
6,Application of singular stochastic control theory to fish-eating waterfowl population management (Financial Modeling and Analysis) ,http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/2106-06.pdf,"京都大学大学院農学研究科,島根大学生物資源科学部,京都大学大学院農学研究科,京都大学大学院農学研究科","八重樫 優太,吉岡 秀和,宇波 耕一,藤原 正幸","Yaegashi,Yuta,Yoshioka,Hidekazu,Unami,Koichi,Fujihara,Masayuki"
7,Valuing Convertible Bonds with Coupons: A Premium-Decomposition Refinement (Financial Modeling and Analysis) ,http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/2106-07.pdf,関西大学環境都市工学部,木村 俊一,"Kimura,Toshikazu"
8,日本のクレジット市場における信用サイクルの変動要因 (ファイナンスの数理解析とその応用),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/2106-08.pdf,野村アセットマネジメント株式会社,廣中 純,"Hironaka,Jun"
9,非整数次フーリエ変換と接合関数を適用したジャンプ付き平方根過程に従う累積デフォルト強度分布での誤方向リスク・モデリング：クレジット・デフォルト・スワップに対する信用評価調整への応用 (ファイナンスの数理解析とその応用),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/2106-09.pdf,"PwC コンサルティング合同会社,東京工業大学情報理工学院,日本銀行金融研究所","安達 哲也,末重 拓己,吉羽 要直","Adachi,Tetsuya,Sueshige,Takumi,Yoshiba,Toshinao"
10,An Empirical Examination of Volatility on Intraday Nikkei 225 Futures: A Bayesian Approach (Financial Modeling and Analysis) ,http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/2106-10.pdf,"大阪大学経済学研究科,大阪大学経済学研究科","落合 夏海,大西 匡光","Ochiai,Natsumi,Ohnishi,Masamitsu"
