No.,title,link,Affiliation,Author in JPN,Author in ENG
1,至誠贊化流と『起元解』について (数学史の研究),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1677-01.pdf,"四日市大学, 関孝和数学研究所",小川 束,"Ogawa,Tsukane"
2,関孝和研究への試論 (数学史の研究),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1677-02.pdf,,杉本 敏夫,"Sugimoto,Toshio"
3,関孝和の交式、斜乘 (数学史の研究),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1677-03.pdf,,竹之内 脩,"Takenouchi,Osamu"
4,関孝和の実母・湯浅家の研究 : 安藤家の『泰翁様御代高崎江戸給人帳』『万治元(1658)年江戸高崎給帳』 (数学史の研究),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1677-04.pdf,大阪教育大学国際センター,城地 茂,"JOCHI,Shigeru"
5,駿遠(静岡)における関孝和と内山七兵衛永貞の消息 (数学史の研究),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1677-05.pdf,日本オイラー研究所,鈴木 武雄,"SUZUKI,Takeo"
6,「甲府日記」と「甲府御館記」にみえる関新助孝和 (数学史の研究),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1677-06.pdf,お茶の水女子大学人間文化創成科学研究科,真島 秀行,"MAJIMA,Hideyuki"
7,『四(宿)曜算法諺解』について (数学史の研究),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1677-07.pdf,兵庫県立宝塚東高等学校,藤井 康生,"Fujii,Yasuo"
8,「算学啓蒙重注」の著者 (数学史の研究),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1677-08.pdf,四日市大学関孝和数学研究所・上智大学,森本 光生,"MORIMOTO,Mitsuo"
9,『勘者御伽雙紙』の弧背真術 (数学史の研究),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1677-09.pdf,聖心女子学院高等科,田辺 寿美枝,"Tanabe,Sumie"
10,建部賢弘『綴術算経』における数学思想 (数学史の研究),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1677-10.pdf,東京大学大学院総合文化研究科,野中 雄一,"Nonaka,Yuichi"
11,幕末来航英国船測量と石黒信基について : 英国船作製「七尾港図」と関連して (数学史の研究),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1677-11.pdf,栃木県立足利高等学校,小曽根 淳,"Ozone,Jun"
12,特異性の概念は近代数学へ如何に寄与したか(III)-2 : 20世紀後半の主題(2) : 前半から引き継ぐもの (新概念と応用の系列) (数学史の研究),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1677-12.pdf,芝浦工業大学,阿部 剛久,"Abe,Takehisa"
13,The tensor structure of the original Navier-Stokes equations (Study of the History of Mathematics),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1677-13.pdf,首都大学東京理学研究科,増田 茂,"MASUDA,SHIGERU"
14,日本の江戸時代における対数の歴史[縮約版] : 1780年〜1830年頃を中心として (数学史の研究),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1677-14.pdf,東京理科大学科学教育研究科,横塚 啓之,"Yokotsuka,Hiroyuki"
15,高木貞治の数の基礎に関する三部作 (数学史の研究),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1677-15.pdf,早稲田大学理工学術院,足立 恒雄,"Adachi,Norio"
16,ガウスの羃剰余の理論について (数学史の研究),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1677-16.pdf,日本カトリック神学院福岡キャンパス,伊波 靖,"Iha,Yasushi"
17,パリ時代(1672-1676)のライプニッツ (数学史の研究),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1677-17.pdf,学習院高等科,林 知宏,"HAYASHI,Tomohiro"
18,コーシーの『解析教程』の翻訳を終えて (数学史の研究),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1677-18.pdf,明治大学付属中野八王子高等学校,西村 重人,"Nishimura,Shigeto"
19,オイラーの変分法(2) (数学史の研究),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1677-19.pdf,九州大学大学院数理学府,尾崎 文秋,"Ozaki,FUMIAKI"
20,オイラーの代数学完全入門 (数学史の研究),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1677-20.pdf,九州大学大学院数理学府・日本オイラー研究所,石原 優介,"Ishihara,YUSUKE"
21,"チャールズ・バベッジ""Essays on the Philosophy of Analysis""のうち""Analysis of the Essay of Games""について (数学史の研究)",http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1677-21.pdf,兵庫県加東土木事務所,野村 恒彦,"Nomura,Tsunehiko"
22,ヨハン・ベルヌーイの積分計算 (数学史の研究),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1677-22.pdf,九州大学大学院数理学研究院・日本オイラー研究所,高瀬 正仁,"Takase,Masahito"
23,合同式ゼータ関数の「Riemann 予想」を巡って : 1930年から1954年まで (数学史の研究),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1677-23.pdf,鹿児島大学理学部,小柴 洋一,"Koshiba,Yoichi"
24,明治時代に学ばれたフランス流数学 (数学史の研究),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1677-24.pdf,立教大学,公田 藏,"Kota,Osamu"
25,英国と日本におけるNewton法 (数学史の研究),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1677-25.pdf,東京女子大学現代教養学部,長田 直樹,"Osada,Naoki"
26,パスカルの3角形と和算 (数学史の研究),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1677-26.pdf,"公立大学法人会津大学,公立大学法人会津大学","神谷 徳昭,鈴木 大郎","Kamiya,Noriaki,Suzuki,Taro"
