No.,title,link,Affiliation,Author in JPN,Author in ENG
1,"A few comments on turbulent pair diffusion's dependence on straining stagnation points (Turbulence Transport, Diffusion and Mixing)",http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1339-1.pdf,"Turbulence and Mixing Group, Department of Aeronautics, Imperial College London,Turbulence and Mixing Group, Department of Aeronautics, Imperial College London",",後藤  晋","Vassilicos, J.C.,Goto, Susumu"
2,"Simulation of Turbulent Diffusion and Reactive Flows by the PDF Methods (Turbulence Transport, Diffusion and Mixing)",http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1339-2.pdf,"名古屋大学工学研究科,日立製作所機械研究所,名古屋大学工学研究科","酒井  康彦,久保  貴,鈴木  晴記","Sakai, Yasuhiko,Kubo, Takashi,Suzuki, Haruki"
3,"Chaotic mixing due to a spatially periodic three-dimensional flow (Turbulence Transport, Diffusion and Mixing)",http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1339-3.pdf,"京都大学情報学研究科,京都大学情報学研究科","水野  吉規,船越  満明","Mizuno, Yoshinori,Funakoshi, Mitsuaki"
4,"反平行渦対による流体線の伸長促進 (乱流による輸送,拡散,混合の数理)",http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1339-4.pdf,"核融合科学研究所,核融合科学研究所","後藤  晋,木田  重雄","Goto, Susumu,Kida, Shigeo"
5,"物質線を用いた乱流混合過程を記述する簡単なモデル (乱流による輸送,拡散,混合の数理)",http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1339-5.pdf,"京都大学理学研究科,京都大学理学研究科,京都大学情報学研究科","藤  定義,小笠原  健,河野  敏明","Toh, Sadayoshi,Ogasawara, Takeshi,Kono, Toshiaki"
6,"チャネル乱流中のスカラーの非局所的な乱流拡散 (乱流による輸送,拡散,混合の数理)",http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1339-6.pdf,東京大学生産技術研究所,半場  藤弘,"Hamba, Fujihiro"
7,"縦渦を用いた超音速混合・燃焼場の渦構造について (乱流による輸送,拡散,混合の数理)",http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1339-7.pdf,"大阪府立大学工学研究科,独立行政法人航空宇宙技術研究所,大阪府立大学工学研究科,大阪府立大学大学院","西岡  通男,須浪  徹治,坂上  昇史,駒田  和也","Nishioka, Michio,Sunami, Tetsuji,Sakaue, Shoji,Komada, Kazuya"
8,"化学反応を伴う温度成層乱流場の数値シミュレーション (乱流による輸送,拡散,混合の数理)",http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1339-8.pdf,"京都大学工学研究科機械工学専攻,京都大学工学研究科機械工学専攻,電力中央研究所","大西  領,小森  悟,道岡  武信","Onishi, Ryo,Komori, Satoru,Michioka, Takenobu"
9,"Interaction between vortical structures and small heavy particles settling in turbulence (Turbulence Transport, Diffusion and Mixing)",http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1339-9.pdf,"京都工芸繊維大学工芸学部,京都工芸繊維大学工芸学部,京都工芸繊維大学工芸学部","田中  満,三枝  大直,萩原  良道","Tanaka, Mitsuru,Saegusa, Dainao,Hagiwara, Yoshimichi"
10,"地球核内の非等方乱流輸送 (乱流による輸送,拡散,混合の数理)",http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1339-10.pdf,東京工業大学理工学研究科地球惑星科学専攻,松島  政貴,"Matsushima, Masaki"
