No.,title,link,Affiliation,Author in JPN,Author in ENG
1,ダム問題に対する反復解法の収束 (微分方程式の数値解法と線形計算),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1320-01.pdf,"大阪大学基礎工学研究科,愛媛大学理学部","鈴木  貴,土屋  卓也","Suzuki, Takashi,Tsuchiya, Takuya"
2,有限要素スキ-ムの開発と解析 : 流体問題の数値解析から (微分方程式の数値解法と線形計算),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1320-02.pdf,九州大学数理学研究院,田端  正久,"Tabata, Masahisa"
3,自己相互作用粒子への差分法 (微分方程式の数値解法と線形計算),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1320-03.pdf,"富山大学教育学部,大阪大学基礎工学研究科","斉藤  宣一,鈴木  貴","Saito, Norikazu,Suzuki, Takashi"
4,A Numerical Methodology for a Singular Limit Problem (The Numerical Solution of Differential Equations and Linear Computation),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1320-04.pdf,"北海道大学工学研究科,広島大学理学研究科,九州大学数理学研究院","井古田  亮,三村  昌泰,中木  達幸","Ikota, Ryo,Mimura, Masayasu,Nakaki, Tatsuyuki"
5,Application of a Fictitious Domain Method to 3D Helmholtz Problems (The Numerical Solution of Differential Equations and Linear Computation),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1320-05.pdf,電気通信大学情報工学科,小山  大介,"Koyama, Daisuke"
6,代用電荷法を用いた数値等角写像に関する最近の話題 (微分方程式の数値解法と線形計算),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1320-06.pdf,"愛媛大学工学部,愛媛大学工学部,愛媛大学工学部,名古屋大学工学研究科","天野  要,岡野  大,緒方  秀教,杉原  正顕","Amano, Kaname,Okano, Dai,Ogata, Hidenori,Sugihara, Masaaki"
7,Partitioned Runge-Kutta methods for partial differential equations (The Numerical Solution of Differential Equations and Linear Computation),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1320-07.pdf,電気通信大学情報工学科,小藤  俊幸,"Koto, Toshiyuki"
8,Volterra型積分-微分方程式におけるRunge-Kutta法について (微分方程式の数値解法と線形計算),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1320-08.pdf,静岡理工科大学,鈴木  千里,"Suzuki, Chisato"
9,連続Euler変換の一般化と数値積分への応用 (微分方程式の数値解法と線形計算),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1320-09.pdf,京都大学数理解析研究所,大浦  拓哉,"Ooura, Takuya"
10,超音波非破壊評価に関係する逆問題の3次元時間域動弾性境界積分方程式法による数値解法について (微分方程式の数値解法と線形計算),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1320-10.pdf,"京都大学工学研究科,京都大学学術情報メディアセンター","吉川  仁,西村  直志","Yoshikawa, Hitoshi,Nishimura, Naoshi"
11,リ-マン球面への射影によるポアソン方程式のソ-ス項同定 (微分方程式の数値解法と線形計算),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1320-11.pdf,"国立情報学研究所,東京大学情報理工学系","奈良  高明,安藤  繁","Nara, Takaaki,Ando, Shigeru"
12,線形弾性波動方程式の係数同定問題に対する随伴解法 (微分方程式の数値解法と線形計算),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1320-12.pdf,茨城大学理学部数理科学科,代田  健二,"Shirota, Kenji"
13,無限次元固有値問題に対する精度保証付き数値計算の現状と今後の展望 (微分方程式の数値解法と線形計算),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1320-13.pdf,九州大学数理学研究院,長藤  かおり,"Nagatou, Kaori"
14,Bessel関数の境界条件への適合に関する精度保証付き計算 (微分方程式の数値解法と線形計算),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1320-14.pdf,電気通信大学情報工学科,山本  野人,"Yamamoto, Nobito"
15,2次元ポテンシャル問題における偏微分方程式の精度保証付き数値計算 (微分方程式の数値解法と線形計算),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1320-15.pdf,"東京大学新領域創成科学研究科,早稲田大学理工学部情報学科","村重  淳,大石  進一","Murashige, Sunao,Oishi, Shin'ichi"
16,Strassen のアルゴリズムによる行列乗算の高速精度保証 (微分方程式の数値解法と線形計算),http://www.kurims.kyoto-u.ac.jp/~kyodo/kokyuroku/contents/pdf/1320-16.pdf,"早稲田大学教育学部,早稲田大学理工学部,日立製作所エンンタープライズサーバ事業部","荻田  武史,大石  進一,後  保範","Ogita, Takeshi,Oishi, Shin'ichi,Ushiro, Yasunori"
